row ID,row m/z,row retention time,S01_B14_H2O_POS.mzML area,S02_B14_H2O_POS.mzML area,S03_D14_H2O_POS.mzML area,S04_D14_H2O_POS.mzML area,S20_B28_H2O_POS.mzML area,S21_B28_H2O_POS.mzML area,S22_B28_H2O_POS.mzML area,S23_D28_H2O_POS.mzML area,S24_D28_H2O_POS.mzML area,S25_D28_H2O_POS.mzML area,S07_B14_JN2_POS.mzML area,S08_B14_JN2_POS.mzML area,S09_B14_JN2_POS.mzML area,S10_D14_JN2_POS.mzML area,S11_D14_JN2_POS.mzML area,S12_D14_JN2_POS.mzML area,S26_B28_JN2_POS.mzML area,S27_B28_JN2_POS.mzML area,S28_B28_JN2_POS.mzML area,S29_D28_JN2_POS.mzML area,S30_D28_JN2_POS.mzML area,S31_D28_JN2_POS.mzML area,S05_Dn14_H2O_POS.mzML area,S06_Dn14_H2O_POS.mzML area,PM04_POS.mzML area,PM05_POS.mzML area,,,,,,,,,,,,,,,,,,,,,,,,,,
189,245.995,0.65,340000,,420000,340000,,190000,,,100000,,370000,410000,180000,,270000,180000,250000,,220000,120000,,,380000,640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,104.031,0.65,1000000,1200000,590000,410000,450000,,,,,,280000,390000,310000,250000,280000,,,,,,,,1200000,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,174.025,0.65,1100000,1300000,1100000,840000,660000,,,320000,460000,320000,,830000,520000,890000,,500000,610000,370000,,,,470000,1100000,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,184.961,0.14,,530000,450000,,140000,,,500000,480000,1000000,610000,,,830000,370000,470000,330000,400000,,,1100000,500000,1000000,350000,,470000,,,,,,,,,,,,,,,,,,,,,,,,,,
193,151.022,0.65,1300000,1500000,1200000,880000,810000,630000,,300000,520000,,920000,,620000,1100000,,540000,620000,,690000,560000,340000,570000,1500000,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,182.962,0.65,720000,960000,830000,700000,,340000,,,,,790000,770000,440000,850000,490000,420000,,210000,350000,260000,150000,,,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,88.991,0.65,300000,,360000,220000,220000,130000,,,,,,160000,140000,330000,,,150000,,,,,110000,,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,125.045,0.65,320000,370000,440000,,240000,220000,,96000,,,350000,,170000,,290000,,160000,140000,150000,150000,,,,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,95.048,0.65,880000,900000,1100000,,610000,,,,380000,,,,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,170.047,0.65,890000,850000,900000,680000,570000,510000,,270000,340000,,,820000,,,550000,,530000,340000,,,,,990000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,221.983,0.65,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,129.979,0.65,1300000,1500000,1000000,480000,560000,360000,,,,,320000,520000,320000,340000,410000,230000,,,,,,,1600000,690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,259.975,0.65,1700000,1900000,1100000,750000,600000,270000,,,,,500000,640000,370000,420000,420000,,,,,,,,1900000,980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,171.161,0.65,,,,,,,,,,,,,380000,82000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,124.041,0.65,,,,5400000,,,,1900000,2400000,2000000,6400000,6000000,,5800000,4400000,3600000,,2200000,,,,,7100000,7100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,166.065,0.65,360000,490000,110000,290000,250000,290000,,130000,190000,,430000,480000,240000,320000,270000,180000,230000,150000,250000,220000,150000,,480000,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,193.064,0.68,290000,340000,360000,290000,290000,200000,,,180000,140000,,,180000,310000,,,210000,,200000,110000,,220000,410000,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,107.001,0.65,460000,590000,510000,360000,400000,260000,,,210000,130000,420000,,260000,470000,280000,240000,300000,160000,280000,240000,170000,220000,570000,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,156.014,0.65,3000000,3500000,3300000,2400000,2100000,1600000,,800000,1200000,980000,2900000,2600000,,2800000,2100000,1600000,1700000,1100000,1700000,1400000,,1300000,3400000,3900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,106.004,0.66,430000,460000,420000,310000,310000,220000,,,140000,120000,390000,350000,260000,430000,270000,220000,310000,140000,250000,200000,160000,210000,470000,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,281.995,0.66,1400000,1400000,900000,530000,440000,210000,,,,,280000,550000,290000,380000,390000,170000,,,,,,,1600000,790000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,171.006,0.66,1100000,970000,560000,330000,340000,190000,,,,,190000,320000,,,240000,150000,,,,,,,1100000,460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,170.041,0.66,730000,880000,760000,580000,560000,500000,,240000,300000,270000,720000,570000,420000,610000,440000,360000,350000,,,,270000,360000,860000,890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,139.018,0.66,3800000,3400000,2100000,1300000,1200000,870000,,,,,890000,1200000,790000,710000,1000000,420000,,,,,,,4300000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,147.177,0.66,,,,,,310000,,,,,,,,,,,,180000,140000,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,198.94,0.66,1700000,1700000,1300000,750000,,280000,,,,,510000,650000,310000,400000,,,,,,,,,2000000,960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,102.971,0.66,3600000,3500000,1900000,1300000,1400000,670000,,,,,780000,1100000,800000,940000,790000,460000,,,,,,,4000000,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,87.994,0.66,,280000,310000,200000,,,,,,,250000,,120000,290000,,,160000,,150000,,,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,92.523,0.66,2000000,2200000,1300000,760000,810000,410000,,,,,480000,690000,410000,510000,540000,240000,,,,,,,2200000,930000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,337.97,0.66,,,,,,,,,,,,,,230000,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,201.974,0.66,220000,400000,420000,360000,240000,,,,,,380000,,190000,380000,200000,160000,,,,,,,,640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,91.028,0.66,,,,,,,,,,,1400000,,,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,83.518,0.66,,,,,,,,,,,,,,,240000,,,,,,,,,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,251.161,0.66,290000,,610000,770000,2000000,,,,180000,,1800000,2400000,,620000,360000,,340000,,,130000,,,,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,240.968,0.66,3100000,,,,850000,500000,,,,,860000,,,,,,110000,,,120000,,,3500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,102.533,0.66,630000,630000,320000,230000,240000,,,,,,,,,,190000,120000,,,,,,,690000,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,157.015,0.66,300000,,340000,240000,200000,210000,,,,,290000,,210000,320000,270000,150000,170000,110000,,,,140000,,460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,185.023,0.66,1900000,1700000,1000000,630000,640000,,,,,,390000,,,370000,370000,,,,,,,,2100000,730000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,202.971,0.66,370000,430000,200000,,270000,170000,,,,,370000,410000,160000,420000,230000,180000,,,150000,150000,,,440000,640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,151.009,0.66,,340000,340000,270000,,150000,,,,,220000,,,,,,130000,,,,,,360000,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,116.002,0.66,1400000,1400000,710000,540000,530000,320000,,,,,310000,500000,300000,290000,370000,190000,,,,,,,1600000,570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,286.958,0.66,,500000,680000,390000,,310000,,,,,690000,620000,330000,800000,390000,320000,410000,,360000,,170000,,430000,920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,112.013,0.66,,,460000,290000,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,147.516,0.66,1700000,1800000,1100000,730000,390000,260000,,,,,,580000,300000,,330000,250000,,,,,,,2100000,910000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,280.994,0.66,6700000,7600000,4800000,2900000,2300000,1300000,,,,,2000000,2800000,1300000,1900000,2000000,1000000,,,640000,300000,,,7900000,4100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,400.939,0.66,,,420000,270000,,140000,,,,,380000,320000,160000,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,194.059,0.66,,,400000,220000,210000,220000,,150000,140000,,350000,330000,200000,320000,,180000,220000,,200000,,,210000,280000,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,103.548,0.66,140000,74000,310000,250000,,150000,,,,,,240000,,200000,190000,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,241.964,0.66,2500000,2900000,1800000,1200000,830000,490000,,,,,,,490000,650000,,,,,,,,,3100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,127.982,0.66,510000,400000,280000,,150000,,,,,,,,,,,,,,,,,,470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,346.908,0.66,,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,143.997,0.65,23000000,24000000,14000000,9200000,9000000,5000000,730000,440000,690000,,5900000,8300000,5300000,5800000,6300000,3600000,1300000,1100000,2400000,1400000,710000,660000,25000000,11000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,216.951,0.66,5300000,6100000,3500000,2300000,1900000,780000,,,,,1400000,1900000,1100000,1600000,1300000,750000,,,,,,,6100000,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,250.961,0.66,,,,,,,,,,,,,,,,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,310.976,0.66,,,380000,,,170000,,,,,460000,380000,180000,410000,,210000,,,200000,,,,,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,309.975,0.66,470000,,920000,,,440000,,,,,1100000,850000,380000,910000,,470000,,,,420000,160000,,560000,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,439.932,0.66,440000,540000,450000,200000,140000,,,,,,,,,,,,,,,,,,,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,353.948,0.66,770000,1100000,730000,480000,380000,170000,,,,,420000,490000,,,,,,,,,,,1100000,680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,325.952,0.66,,,,130000,,,,,,,,,,,,,,,,,,,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,114.988,0.66,,240000,,,,,,,,,,,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,257.977,0.66,13000000,14000000,8500000,5400000,4300000,2300000,,,,,3600000,4700000,2500000,3500000,3300000,1700000,,,1100000,,190000,300000,15000000,7500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,91.025,0.66,1000000,1000000,750000,350000,370000,,,,,,240000,350000,230000,,190000,140000,,,,,,,1000000,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,136.008,0.66,1000000,1200000,560000,,270000,,,,,,,350000,200000,,180000,120000,,,,,,,1200000,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,83.54,0.66,,,,490000,,,,,,180000,,570000,,,,,,,,,170000,,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,153.033,0.65,25000000,29000000,27000000,21000000,17000000,14000000,5000000,7200000,10000000,8400000,25000000,23000000,13000000,22000000,17000000,13000000,14000000,9300000,14000000,11000000,7600000,12000000,28000000,33000000,,82000,,,,,,,,,,,,,,,,,,,,,,,,,,
267,258.979,0.66,2000000,2300000,1400000,780000,740000,340000,,,,,560000,700000,400000,550000,470000,230000,,,,,,,2400000,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,147.99,0.66,640000,560000,,,170000,,,,,,,97000,130000,,120000,,,,,,,,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,88.024,0.66,640000,530000,440000,,,,,,,,,,160000,,,,,,,,,,670000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,92.542,0.66,450000,540000,,,260000,,,,,,440000,,,,270000,,,,,,120000,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,340.917,0.66,,,,,,,,,,,,,,,,,,,170000,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,165.051,0.66,530000,500000,,,260000,,,,,,390000,350000,,310000,,,,,,,,170000,570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,91.525,0.66,510000,,150000,,,,,,,,,,,,,80000,,,,,,,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,398.906,0.66,290000,,,,,,,,,,,170000,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,139.527,0.66,480000,820000,,440000,,230000,,,290000,,510000,600000,260000,540000,320000,,,,,170000,,210000,590000,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,234.962,0.66,2600000,3000000,1900000,1100000,1000000,,,,,,730000,930000,520000,770000,,390000,,,220000,,,,3200000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,128.03,0.66,,,,,,,,,,,,,,,340000,280000,280000,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,287.959,0.66,,,,,,140000,,,,,290000,,140000,,,120000,,,100000,,,,,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,218.948,0.66,620000,790000,570000,290000,230000,,,,,,,,,,,,,,,,,,910000,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,268.015,0.66,830000,1100000,,,,,,,310000,,,,,760000,,,,,,,,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,402.938,0.66,,,,,110000,,,,,,230000,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,255.944,0.66,3700000,3700000,1400000,720000,710000,,,,,,,550000,330000,180000,,,,,,,,,4400000,710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,110.001,0.67,,,,,,140000,,,,,,130000,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,120.981,0.67,1900000,1700000,1000000,700000,670000,300000,,,,,340000,590000,370000,410000,420000,310000,,,,,,,1800000,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,282.99,0.67,1000000,1100000,620000,330000,260000,160000,,,,,,360000,200000,,,,,,,,,,1300000,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,138.511,0.67,690000,350000,310000,140000,,,,,,,,,,,,,,,,,,,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,123.595,0.67,,,,,,,120000,,,,,,,220000,,,390000,420000,360000,420000,400000,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,236.959,0.67,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,274.939,0.67,,,,,,,,97000,,,,,,,,,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,311.972,0.67,,,160000,,240000,,,,,,460000,250000,,440000,,190000,,130000,240000,,,,,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,161.129,0.67,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,100.033,0.67,,1100000,,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,127.003,0.67,640000,820000,350000,,,,,,,,,,,,,83000,,,,,,,780000,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,309.222,0.67,,340000,,,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,232.928,0.67,1000000,970000,380000,200000,190000,,,,,,,,,,,,,,,,,,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,369.925,0.67,900000,950000,430000,,,,,,,,,,,,,,,,,,,,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,327.985,0.67,,,,,,,,,,,220000,,,,,120000,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,214.918,0.67,1100000,1000000,320000,,130000,,,,,,,,,,,,,,,,,,1300000,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,371.958,0.67,,,360000,,,,,,,,,,,120000,,,,,,,,,510000,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,129.02,0.65,9100000,11000000,10000000,7900000,6300000,5100000,1800000,2600000,3800000,2900000,8800000,8100000,5000000,8700000,6600000,4900000,5500000,3600000,4800000,4200000,,4300000,10000000,13000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,131.129,0.66,730000,1200000,2800000,1600000,,,,100000,,,3100000,2900000,1800000,4200000,4400000,1500000,,,,1200000,,290000,970000,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,269.011,0.67,110000,,170000,200000,,,,,,,290000,280000,,260000,,,130000,,120000,120000,,,290000,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,168.01,0.67,300000,360000,,,,,,,,,,,,,,,,,,,,,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,89.108,0.67,,740000,480000,210000,,,,,,,810000,800000,,530000,330000,,,,,,,,,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,426.954,0.68,,,,160000,,,,,,,,200000,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,273.943,0.68,,,,,,,,,,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,151.048,0.66,1200000,1300000,1000000,850000,770000,,,300000,450000,380000,790000,930000,580000,1100000,660000,,610000,380000,,,,480000,1300000,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,101.528,0.68,360000,,,,,,,,,,,,,,,,,,,,,,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,82.02,0.68,360000,370000,260000,,,,,,,,,,,,,,,,,,,,470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,243.959,0.68,390000,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,90.521,0.68,540000,500000,,,,,,,,,,,,,,,,,,,,,580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,261.97,0.68,,,,,,,,,,,,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,188.176,0.65,140000,,140000,420000,,,,,,,300000,430000,1200000,520000,1500000,530000,210000,,230000,190000,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,154.036,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,217.952,0.68,630000,810000,490000,290000,230000,,,,,,,250000,,,,,,,,,,,810000,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,424.957,0.68,,,480000,,240000,,,,,,520000,460000,,,,,260000,,,150000,,,,740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,174.161,0.65,,410000,,570000,,,,,,,,420000,520000,520000,560000,210000,73000,,94000,,,,190000,810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,146.03,0.65,6100000,7000000,6400000,4700000,4600000,3500000,1400000,1800000,2900000,,5900000,5300000,3600000,5700000,4100000,3000000,3900000,2600000,3800000,3200000,2400000,3200000,7100000,7600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,328.897,0.69,,360000,,,,,,,,,,,,,,,,,,,,,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,113.036,0.69,,190000,97000,,,,,,,,,,,,,,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,273.955,0.67,1000000,930000,320000,,,,,,,,,,,,,,,,,,,,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,143.959,0.83,,,,350000,,,,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,126.041,0.69,,,460000,,,,,,,,,,,,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,147.113,0.69,350000,540000,,430000,,,,,230000,,910000,1500000,480000,850000,730000,760000,290000,220000,480000,740000,400000,340000,630000,770000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,129.147,0.69,,,,,,,,,,,,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,226.988,0.7,,,,,,,,,,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,145.182,0.7,,,,,,,330000,150000,,,,,,,,,,,,610000,,,120000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,101.028,0.7,,,,,,,,,,,,,,,,,,,,,,,,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,145.158,0.71,170000,320000,,,320000,,340000,150000,,410000,,,,,,,,,600000,,540000,940000,160000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,177.996,0.71,,,,,,,,,72000,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,145.161,0.71,,180000,,,,,230000,,150000,,,,,,,,540000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,145.145,0.69,,,,,,,,,,,210000,520000,1000000,590000,780000,370000,150000,,760000,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,220.933,0.72,,,,,,,,,,,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,145.18,0.72,,170000,,,,330000,210000,,,,,,,,,,530000,,,,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,266.16,0.86,150000,250000,440000,260000,1100000,1100000,250000,240000,710000,260000,1200000,930000,390000,680000,550000,500000,520000,400000,790000,700000,260000,790000,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,307.951,0.73,,,,,170000,,,,,,,,,140000,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,350.886,0.73,,,,,,,,,,,300000,240000,,210000,,,140000,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,156.15,0.67,200000,,,,,,,,,,560000,820000,1300000,1000000,1500000,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,306.89,0.73,,,,,380000,230000,,,130000,,290000,160000,,170000,,,260000,,150000,170000,95000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,320.866,0.74,,,,,2400000,1100000,380000,,390000,,1400000,840000,,850000,,,1300000,430000,570000,560000,340000,940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,102.034,0.65,47000000,47000000,29000000,18000000,18000000,9500000,,770000,980000,,12000000,19000000,10000000,11000000,13000000,7000000,2400000,2100000,4600000,2400000,,1300000,52000000,23000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,304.893,0.74,,530000,400000,,1400000,900000,260000,,440000,210000,1200000,650000,,620000,,,990000,310000,600000,640000,400000,950000,330000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,146.167,0.74,,,,,450000,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,146.174,0.74,,,,,,,,,,,,,,8700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,236.905,0.74,,460000,340000,,1800000,1100000,,,370000,170000,1500000,1000000,,890000,,,1100000,390000,630000,570000,360000,820000,,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,388.854,0.74,,,,,740000,390000,130000,,180000,,460000,260000,,250000,,,410000,140000,200000,220000,150000,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,322.865,0.74,,,,,750000,390000,130000,,120000,,470000,280000,,270000,,,460000,140000,200000,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,288.918,0.74,,360000,450000,,520000,,120000,,360000,220000,500000,280000,,310000,,,430000,,310000,440000,,730000,330000,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,305.893,0.74,,,,,210000,120000,,,,,,81000,,93000,,,130000,,,93000,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,237.906,0.74,,,,,220000,120000,,,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,204.957,0.74,,190000,340000,,180000,,,,,,210000,,,130000,,,200000,,,200000,,,,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,238.903,0.74,,,,,460000,270000,,,,,380000,250000,,190000,,,300000,,150000,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,336.843,0.74,,,,,480000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,540.801,0.75,,,,,190000,110000,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,336.909,0.75,,,,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,145.612,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,390.852,0.75,,,,,220000,,,,,,130000,,,,,,140000,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,458.839,0.75,,,,,120000,,,,,,,,,,,,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,372.88,0.75,,,,,380000,280000,,,190000,,270000,190000,,150000,,,,,140000,,160000,460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,291.977,0.75,,,190000,,,,,,,,,,,130000,,,,,,,,,,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,352.883,0.75,,,,,120000,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,334.912,0.75,,,210000,,,,,,,,340000,210000,,190000,,,,,,130000,,,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,284.936,0.75,,150000,130000,,,,,,,,,180000,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,406.826,0.75,,,,,180000,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,220.931,0.75,,240000,300000,,480000,390000,,,,,520000,320000,,300000,,,400000,,260000,310000,,,,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,488.79,0.75,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,474.814,0.75,,,,,210000,98000,,,,,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
